customer_id,age,temps_visite_minutes,nombre_produits_consultes,nombre_articles_panier,sessions_precedentes,jour_semaine,appareil,source_traffic,client_vip,promotions_utilisees,revenue
183,42,45.420408445427576,7,2,4,Lundi,Mobile,Organique,0,0,113842.35405966458
184,49,6.44907170601306,7,2,4,Jeudi,Desktop,Payant,0,0,67394.26213905105
185,57,5.608393398697722,7,2,4,Samedi,Mobile,Organique,0,1,74706.40391179413
186,30,5.925324759749083,7,2,4,Vendredi,Mobile,Direct,0,0,54083.365701280905
187,62,5.880117101024179,7,2,4,Vendredi,Desktop,Réseaux,0,1,83747.76420728484
188,34,1.5488734281381762,7,2,4,Lundi,Mobile,Direct,0,1,58532.03884755328
189,66,40.24225829879238,7,2,4,Dimanche,Desktop,Payant,0,0,115501.55217267231
190,54,4.6062177471283485,7,2,4,Dimanche,Desktop,Organique,0,1,70910.75581139812
191,23,9.171012996169402,7,2,4,Dimanche,Mobile,Organique,0,0,67031.95189518311
192,36,1.1460115869980094,7,2,4,Samedi,Desktop,Réseaux,0,0,68975.64232916289
193,30,30.274180153289898,7,2,4,Mardi,Mobile,Organique,0,1,94668.77471344794
194,74,20.70443491208628,7,2,4,Lundi,Tablette,Organique,0,0,83105.53867185394
195,43,44.99306226116568,7,2,4,Samedi,Mobile,Direct,0,1,125915.4024630841
196,31,23.822468695968364,7,2,4,Lundi,Tablette,Organique,1,1,114822.75455524187
197,48,6.646748766254238,7,2,4,Vendredi,Desktop,Organique,1,1,99219.45934305336
198,71,5.272758448971124,7,2,4,Jeudi,Mobile,Organique,0,0,71121.4141933672
199,21,18.94583985377441,7,2,4,Lundi,Mobile,Réseaux,0,0,74267.36280113789
200,56,7.791010758457318,7,2,4,Mardi,Tablette,Réseaux,0,1,84663.41728262004
201,25,13.528094434722314,7,2,4,Mercredi,Desktop,Direct,1,0,96259.12605630993
202,42,1.0941569658387085,7,2,4,Samedi,Mobile,Organique,0,0,46267.77617966395
203,30,1.9582522627045493,7,2,4,Lundi,Desktop,Réseaux,0,0,53858.75713848688
204,49,12.497641869603862,7,2,4,Lundi,Mobile,Réseaux,0,0,77704.85844949503
205,55,13.523137637373097,7,2,4,Mardi,Mobile,Direct,1,0,93250.06681975843
206,55,21.88184639588463,7,2,4,Jeudi,Mobile,Payant,0,1,111726.87986668467
207,73,3.1228541615449927,7,2,4,Lundi,Mobile,Organique,0,1,77546.50423612572
208,45,11.798007528837475,7,2,4,Lundi,Desktop,Réseaux,0,0,73807.42276287937
209,70,4.243406213132264,7,2,4,Jeudi,Mobile,Direct,0,0,76010.80687352027
210,47,2.467436216397041,7,2,4,Mardi,Desktop,Direct,0,0,58636.926076827716
211,20,8.927101364092522,7,2,4,Samedi,Mobile,Direct,0,1,59859.44932384228
212,45,3.675002460875445,7,2,4,Samedi,Mobile,Réseaux,0,0,60629.066072443544
213,20,4.7612284056385725,7,2,4,Lundi,Mobile,Organique,0,1,73240.04485270866
214,62,6.7310908843839705,7,2,4,Jeudi,Mobile,Payant,0,0,70801.06597810035
215,71,5.504184229792185,7,2,4,Lundi,Mobile,Organique,0,1,78628.83666647146
216,51,2.3750087572411447,7,2,4,Dimanche,Mobile,Direct,0,0,69761.91444422872
217,33,2.413279676362346,7,2,4,Mercredi,Mobile,Direct,0,1,65512.320807083684
218,39,4.221110848133327,7,2,4,Samedi,Mobile,Payant,0,0,58845.601881645736
219,49,1.7782312989466895,7,2,4,Dimanche,Mobile,Organique,0,1,73065.92038891483
220,55,15.770833098054915,7,2,4,Vendredi,Mobile,Direct,0,0,87605.705231455
221,25,6.080982872635933,7,2,4,Mercredi,Desktop,Direct,0,1,85463.81119600125
222,72,5.922269599844743,7,2,4,Lundi,Tablette,Organique,1,1,110116.56968095273
223,25,7.051968278687078,7,2,4,Mardi,Mobile,Direct,0,0,68907.53022492373
224,74,17.30602005573047,7,2,4,Samedi,Mobile,Organique,0,1,97301.80766963646
225,23,31.676631497000756,7,2,4,Vendredi,Mobile,Direct,0,0,86194.45116697092
226,31,22.3497868984547,7,2,4,Mercredi,Tablette,Organique,0,0,83723.99117698091
227,49,20.503359062701364,7,2,4,Samedi,Mobile,Payant,1,0,107143.86331708914
228,52,10.936103689631027,7,2,4,Jeudi,Mobile,Direct,1,0,87827.03737747854
229,27,18.75302416128866,7,2,4,Mardi,Mobile,Payant,0,1,85970.78248041686
230,20,13.069978157326549,7,2,4,Mercredi,Mobile,Direct,0,1,79997.20167735808
231,29,4.654987914361595,7,2,4,Jeudi,Mobile,Direct,0,0,61841.11090518211
232,66,4.5090557771213575,7,2,4,Dimanche,Desktop,Réseaux,0,0,74709.94850769597
233,48,6.273008587872937,7,2,4,Lundi,Mobile,Organique,0,1,79553.4602325138
234,46,37.25356275178396,7,2,4,Jeudi,Desktop,Payant,0,1,114256.26048661814
235,22,12.891690032400016,7,2,4,Mercredi,Mobile,Payant,0,0,64612.0648378941
236,69,20.85854961848337,7,2,4,Mercredi,Mobile,Payant,0,1,95779.06834335333
237,42,7.3825399827637,7,2,4,Dimanche,Tablette,Organique,1,0,98651.40388408281
238,58,8.85652963296889,7,2,4,Lundi,Mobile,Réseaux,0,0,74570.15370744563
239,48,3.0126696580107106,7,2,4,Jeudi,Desktop,Payant,1,1,91553.80973653775
240,38,3.818364800532235,7,2,4,Jeudi,Mobile,Organique,0,0,55248.46975518362
241,37,27.347902327676735,7,2,4,Lundi,Mobile,Direct,0,0,111056.81130950348
242,56,14.186319925389263,7,2,4,Jeudi,Tablette,Payant,0,0,73778.78049119997
243,39,7.176755911453007,7,2,4,Samedi,Mobile,Payant,0,1,73075.09633128367
244,21,25.356948265618293,7,2,4,Lundi,Desktop,Réseaux,0,1,96528.83350563365
245,30,5.245790182497909,7,2,4,Mardi,Mobile,Payant,0,0,64513.38006469728
246,62,56.965972289153214,7,2,4,Mercredi,Desktop,Payant,1,0,164739.87866045345
247,59,7.342624309807768,7,2,4,Mardi,Mobile,Direct,0,0,84666.17357173684
248,67,7.171741144036004,7,2,4,Samedi,Mobile,Organique,0,0,78537.81354195483
249,66,6.607576074515763,7,2,4,Dimanche,Desktop,Organique,1,0,86888.92291783399
250,37,2.9535355707539233,7,2,4,Samedi,Tablette,Réseaux,0,1,68013.64102813997
251,69,2.7671849025081965,7,2,4,Vendredi,Tablette,Direct,0,0,72123.81426225168
252,30,16.666338122126618,7,2,4,Vendredi,Desktop,Organique,0,0,89089.78351184902
253,34,32.20579516494558,7,2,4,Vendredi,Desktop,Direct,1,0,107703.96578239955
254,71,24.4469416820601,7,2,4,Lundi,Mobile,Organique,1,0,126689.86971272397
255,53,3.2816742972311514,7,2,4,Jeudi,Mobile,Direct,1,1,96194.93244990184
256,50,12.831071015521522,7,2,4,Samedi,Mobile,Réseaux,0,0,82556.49303608628
257,18,2.673890866797479,7,2,4,Mardi,Mobile,Payant,1,0,72264.73164153934
258,32,1.6952877017394399,7,2,4,Dimanche,Mobile,Réseaux,0,0,51067.89316195123
259,30,17.023539031380874,7,2,4,Mardi,Mobile,Organique,0,0,80929.05283618768
260,34,12.490682895696088,7,2,4,Mardi,Mobile,Réseaux,0,0,75669.3178209037
261,41,2.2837553436767544,7,2,4,Mardi,Desktop,Payant,0,0,66671.19262581173
262,25,1.533463337989386,7,2,4,Dimanche,Mobile,Réseaux,1,0,73644.19161103603
263,67,69.71655201550556,7,2,4,Vendredi,Mobile,Organique,1,0,172877.34888756726
264,44,1.457217994491906,7,2,4,Mardi,Mobile,Organique,0,0,49993.900755378236
265,62,9.819062976583604,7,2,4,Dimanche,Desktop,Réseaux,0,0,82419.86740563763
266,40,11.536422477742532,7,2,4,Dimanche,Desktop,Payant,0,1,84699.18955585083
267,63,2.871210953433212,7,2,4,Jeudi,Desktop,Réseaux,1,0,81602.91010373857
268,25,3.777997437644111,7,2,4,Dimanche,Mobile,Payant,0,0,53494.01908322089
269,25,7.50345567793907,7,2,4,Vendredi,Mobile,Direct,0,0,58844.75671981825
270,43,22.5118550073815,7,2,4,Mardi,Mobile,Payant,0,0,77744.48203018492
271,64,11.61119961520397,7,2,4,Dimanche,Mobile,Direct,0,1,84524.85179815357
272,30,16.237600586754382,7,2,4,Lundi,Mobile,Réseaux,0,0,67554.66793156661
273,56,64.17115485702394,7,2,4,Dimanche,Mobile,Payant,1,1,173062.47533483538
274,54,22.915620034966725,7,2,4,Mercredi,Mobile,Direct,0,0,86750.99363174777
275,66,9.547001411849305,7,2,4,Mercredi,Tablette,Direct,0,0,67349.68961784539
276,45,9.870829050018745,7,2,4,Mercredi,Tablette,Direct,0,1,94626.25206575466
277,42,15.465367895949855,7,2,4,Dimanche,Mobile,Organique,0,0,86103.77373193577
278,33,17.42073274321287,7,2,4,Vendredi,Mobile,Réseaux,1,0,92061.08268265295
279,72,11.418550660353539,7,2,4,Mardi,Mobile,Direct,0,0,84207.66151314428
280,19,16.528699663731057,7,2,4,Samedi,Mobile,Payant,0,1,84319.49289781717
281,71,1.3572070844320419,7,2,4,Samedi,Tablette,Direct,0,0,76717.05362937224
282,35,9.421862419840885,7,2,4,Samedi,Mobile,Organique,0,1,72153.27684536805
283,34,5.905453888270487,7,2,4,Vendredi,Desktop,Réseaux,0,0,69909.44402871923
284,47,3.074704056304899,7,2,4,Jeudi,Mobile,Organique,0,1,69541.582571204
285,56,2.5728515185467695,7,2,4,Lundi,Tablette,Organique,0,0,56845.536741991855
286,30,14.86454739777519,7,2,4,Lundi,Mobile,Organique,0,1,87750.65155459546
287,49,12.122478850251843,7,2,4,Mercredi,Desktop,Payant,0,0,84267.41497183182
288,67,5.387085252935965,7,2,4,Mercredi,Mobile,Réseaux,0,1,99660.3854579721
289,46,10.55008667083951,7,2,4,Dimanche,Desktop,Réseaux,0,0,64912.413052458855
290,63,11.165968740317414,7,2,4,Samedi,Mobile,Payant,0,0,83722.84298709498
291,47,4.2538623617525175,7,2,4,Dimanche,Mobile,Réseaux,1,0,81815.86154704816
292,35,16.837303812560478,7,2,4,Samedi,Tablette,Organique,1,0,102185.36754838662
293,30,23.774730719017036,7,2,4,Mercredi,Tablette,Réseaux,0,0,75223.19068134762
294,60,24.514620837864136,7,2,4,Mardi,Desktop,Payant,0,1,97203.01126677643
295,38,14.837266752496852,7,2,4,Jeudi,Desktop,Organique,0,1,80509.83935403041
296,47,11.750493064791339,7,2,4,Dimanche,Desktop,Payant,0,0,75187.86041400261
297,38,1.9442111025596072,7,2,4,Jeudi,Mobile,Direct,1,1,84152.83424852687
298,65,6.091606837312087,7,2,4,Jeudi,Mobile,Organique,0,0,77469.31090951174
299,72,2.468682301894942,7,2,4,Jeudi,Mobile,Organique,0,0,77425.13356507171
300,34,50.79004252276931,7,2,4,Mercredi,Desktop,Réseaux,1,1,154957.18859998486
301,57,3.1767764640882272,7,2,4,Lundi,Mobile,Organique,1,1,106792.13620773426
302,36,3.469147470734134,7,2,4,Mercredi,Mobile,Payant,0,1,72768.24760959421
303,69,34.05150065618363,7,2,4,Jeudi,Mobile,Réseaux,0,0,103119.29240687245
304,32,44.216856330647,7,2,4,Mercredi,Desktop,Direct,0,1,131044.1979568237
305,26,22.77555743235429,7,2,4,Jeudi,Mobile,Payant,0,0,78272.20689316484
306,69,1.081293746779124,7,2,4,Vendredi,Mobile,Direct,1,0,93512.23598122114
