user_id,product_id,category,views,clicks,add_to_cart,purchase,price_fcfa,competitor_price_fcfa,stock,timestamp
150,443,Home,4,1,0,0,134663.0,133651.0,576,2024-04-27 12:34:00
104,239,Sports,4,1,0,0,39334.0,35931.0,515,2024-08-04 02:27:00
4,53,Beauty,5,2,1,0,135703.0,136585.0,375,2024-03-02 11:31:00
260,275,Sports,3,0,0,0,4195.0,1020.0,328,2024-11-11 18:18:00
244,369,Fashion,3,0,0,0,75174.0,79751.0,723,2024-03-20 14:49:00
223,197,Beauty,0,0,0,0,130528.0,127078.0,995,2024-01-17 10:23:00
263,235,Home,1,0,0,0,38757.0,35968.0,372,2024-06-06 12:56:00
266,115,Sports,3,3,3,1,42232.0,40207.0,700,2024-11-20 23:17:00
88,133,Fashion,2,1,1,0,89447.0,92027.0,652,2024-10-26 07:41:00
15,404,Beauty,4,1,1,0,36985.0,39941.0,392,2024-04-20 10:25:00
199,218,Fashion,2,0,0,0,49400.0,49786.0,239,2024-11-18 20:57:00
141,70,Electronics,4,1,1,0,71763.0,75798.0,113,2024-09-29 08:37:00
28,446,Food,6,3,2,0,2412.0,6685.0,321,2024-01-07 05:32:00
295,436,Sports,5,2,1,0,132006.0,135830.0,821,2024-06-15 10:19:00
117,273,Fashion,6,1,0,0,106948.0,102186.0,532,2024-03-13 22:19:00
100,60,Food,2,1,1,0,87804.0,86684.0,96,2024-02-24 21:27:00
194,27,Fashion,1,0,0,0,101731.0,98385.0,914,2024-05-05 15:13:00
17,305,Food,7,3,0,0,47949.0,45564.0,597,2024-02-08 05:01:00
134,376,Beauty,7,3,3,3,74922.0,71277.0,436,2024-02-19 22:07:00
110,432,Electronics,5,1,1,0,104531.0,109175.0,969,2024-09-23 17:23:00
87,279,Beauty,6,1,1,0,138685.0,136830.0,812,2024-08-05 19:04:00
47,278,Food,4,3,1,1,122334.0,123654.0,882,2024-06-20 20:20:00
272,406,Food,4,0,0,0,7003.0,10067.0,393,2024-02-13 17:48:00
297,300,Fashion,2,0,0,0,124064.0,127568.0,798,2024-06-30 14:36:00
257,225,Food,2,0,0,0,126861.0,125221.0,45,2024-08-23 12:48:00
61,190,Sports,2,0,0,0,36384.0,36361.0,855,2024-02-07 04:09:00
255,308,Home,4,0,0,0,16564.0,14134.0,664,2024-01-31 03:02:00
136,93,Fashion,5,2,1,0,6324.0,5215.0,423,2024-10-09 03:39:00
89,110,Home,3,2,0,0,71759.0,75743.0,334,2024-04-12 19:28:00
142,106,Electronics,5,1,1,0,148116.0,150220.0,905,2024-12-23 10:31:00
120,163,Electronics,6,5,3,3,50941.0,51447.0,374,2024-12-06 14:49:00
251,32,Electronics,3,0,0,0,110080.0,108621.0,591,2024-06-29 14:40:00
59,207,Fashion,2,0,0,0,56934.0,54155.0,531,2024-10-22 12:58:00
78,102,Home,5,1,0,0,27537.0,25595.0,611,2024-08-18 09:20:00
9,297,Fashion,4,1,1,0,92924.0,96985.0,260,2024-04-06 11:12:00
207,468,Home,4,2,0,0,96365.0,93009.0,523,2024-09-22 09:39:00
66,244,Fashion,4,2,1,0,107543.0,105059.0,831,2024-09-20 11:44:00
223,26,Sports,8,3,1,1,22670.0,18996.0,434,2024-11-16 16:40:00
199,392,Electronics,3,2,1,0,3114.0,7066.0,89,2024-05-06 11:44:00
41,433,Beauty,2,1,1,0,5409.0,5897.0,781,2024-03-17 10:57:00
77,15,Electronics,3,1,1,0,40226.0,42888.0,387,2024-04-28 05:04:00
154,126,Home,5,1,0,0,40969.0,42294.0,778,2024-05-08 07:33:00
124,143,Food,4,1,1,0,64069.0,68586.0,497,2024-02-11 23:12:00
136,181,Home,6,1,0,0,72521.0,71616.0,824,2024-10-17 16:21:00
270,24,Fashion,4,2,1,0,75569.0,73080.0,725,2024-09-16 02:44:00
252,389,Home,9,2,2,1,110978.0,110283.0,188,2024-11-27 03:18:00
258,143,Fashion,5,1,0,0,39305.0,44273.0,385,2024-03-30 06:32:00
248,315,Electronics,5,0,0,0,74332.0,71953.0,814,2024-02-13 17:57:00
170,243,Home,3,1,0,0,68452.0,73300.0,132,2024-07-13 08:52:00
207,324,Home,6,1,0,0,133306.0,136559.0,144,2024-01-17 20:41:00
64,172,Electronics,4,1,0,0,116976.0,121691.0,581,2024-09-16 17:45:00
4,416,Electronics,6,4,0,0,27803.0,31834.0,413,2024-01-01 15:22:00
18,248,Home,9,5,1,0,12000.0,7573.0,798,2024-11-09 22:49:00
89,24,Fashion,4,1,1,0,74380.0,71193.0,234,2024-06-26 09:02:00
239,47,Home,3,1,0,0,76715.0,77247.0,473,2024-03-18 03:46:00
216,14,Home,3,2,0,0,147093.0,146807.0,821,2024-07-14 18:54:00
198,401,Food,3,0,0,0,46747.0,49667.0,881,2024-06-28 19:28:00
98,30,Fashion,3,2,1,0,8841.0,9059.0,17,2024-12-10 22:51:00
51,214,Beauty,3,1,1,0,13392.0,11023.0,418,2024-12-24 23:48:00
131,27,Electronics,4,1,1,1,136920.0,132775.0,884,2024-05-22 17:33:00
147,456,Electronics,5,3,2,1,75064.0,79361.0,289,2024-02-20 02:39:00
46,305,Electronics,3,1,0,0,133122.0,132389.0,353,2024-07-21 17:52:00
19,260,Fashion,5,3,2,2,95571.0,92327.0,844,2024-11-01 05:02:00
175,179,Home,5,1,1,0,11969.0,14503.0,103,2024-04-11 14:27:00
74,363,Beauty,4,2,1,0,27361.0,28884.0,427,2024-06-26 09:29:00
63,386,Beauty,4,2,1,0,109535.0,104664.0,343,2024-03-15 06:55:00
196,451,Food,3,1,0,0,15277.0,12419.0,182,2024-02-06 03:02:00
140,233,Beauty,4,1,0,0,28743.0,32555.0,436,2024-05-09 21:55:00
93,34,Fashion,2,0,0,0,103962.0,102509.0,213,2024-11-02 11:47:00
46,414,Food,5,3,1,0,146621.0,144925.0,300,2024-03-29 02:19:00
123,155,Electronics,3,0,0,0,40816.0,36240.0,708,2024-06-28 23:03:00
188,161,Electronics,3,0,0,0,17468.0,21647.0,798,2024-12-14 22:16:00
282,394,Beauty,4,3,2,1,108785.0,106145.0,635,2024-03-17 02:42:00
284,435,Food,8,3,1,0,24663.0,22263.0,814,2024-06-29 00:06:00
111,459,Food,2,2,0,0,18060.0,20697.0,68,2024-07-03 12:15:00
260,490,Home,3,1,0,0,119596.0,118343.0,425,2024-01-05 18:00:00
100,454,Fashion,5,1,0,0,118394.0,115788.0,933,2024-08-31 19:35:00
207,416,Food,2,2,0,0,27387.0,28750.0,746,2024-10-06 10:04:00
101,175,Food,2,1,0,0,135823.0,140447.0,436,2024-04-23 06:08:00
113,140,Sports,3,2,1,0,6461.0,5606.0,118,2024-06-19 18:52:00
61,134,Beauty,5,2,1,0,31801.0,31171.0,913,2024-04-26 12:35:00
138,252,Fashion,5,0,0,0,59348.0,64272.0,854,2024-06-21 21:52:00
195,28,Home,2,1,0,0,129563.0,126926.0,994,2024-07-19 03:43:00
162,151,Electronics,4,0,0,0,86438.0,84634.0,758,2024-08-07 18:47:00
70,19,Beauty,4,1,0,0,80566.0,82469.0,441,2024-03-08 05:16:00
125,406,Sports,3,1,0,0,42491.0,47414.0,812,2024-09-23 16:23:00
208,277,Food,3,0,0,0,42062.0,40241.0,71,2024-02-01 20:55:00
252,82,Sports,4,3,3,1,81317.0,79018.0,419,2024-02-19 16:33:00
29,444,Beauty,1,0,0,0,19702.0,18929.0,222,2024-08-02 19:00:00
11,215,Sports,8,4,3,1,36427.0,41242.0,845,2024-03-27 12:59:00
229,323,Sports,3,0,0,0,131624.0,129842.0,63,2024-11-20 23:27:00
260,131,Electronics,8,4,1,0,101506.0,101854.0,334,2024-11-11 01:24:00
260,76,Sports,4,2,1,1,21575.0,24080.0,308,2024-11-25 20:24:00
280,14,Food,5,2,1,0,74360.0,72309.0,581,2024-12-03 02:38:00
220,254,Sports,3,0,0,0,67519.0,64460.0,376,2024-07-11 20:04:00
184,320,Home,2,0,0,0,45335.0,42202.0,135,2024-09-27 08:14:00
291,483,Beauty,5,2,1,0,107596.0,105491.0,341,2024-05-02 03:15:00
294,275,Beauty,6,2,0,0,53337.0,53062.0,409,2024-08-26 13:21:00
154,180,Food,4,2,2,1,60155.0,58245.0,919,2024-01-02 03:04:00
187,358,Electronics,1,0,0,0,72232.0,74036.0,237,2024-03-16 11:44:00
195,417,Fashion,4,0,0,0,27487.0,27079.0,423,2024-04-23 13:25:00
11,155,Food,1,0,0,0,3785.0,2174.0,321,2024-10-31 17:24:00
137,477,Electronics,7,2,2,1,70800.0,68897.0,748,2024-08-19 09:11:00
246,446,Electronics,6,2,1,0,50741.0,46408.0,564,2024-08-04 10:49:00
282,291,Beauty,9,3,1,0,114878.0,110048.0,396,2024-05-09 03:28:00
68,461,Food,6,3,3,0,52532.0,55803.0,496,2024-10-14 00:24:00
116,451,Fashion,4,2,0,0,9419.0,13813.0,365,2024-12-11 19:46:00
8,9,Electronics,2,0,0,0,4162.0,-770.0,261,2024-09-05 08:07:00
226,362,Electronics,6,1,1,0,74647.0,76218.0,463,2024-02-04 14:21:00
168,342,Electronics,4,4,2,0,45848.0,49307.0,247,2024-06-04 13:08:00
221,365,Food,2,0,0,0,35773.0,39997.0,233,2024-06-23 20:45:00
138,41,Home,5,2,2,0,121681.0,117275.0,729,2024-06-17 02:16:00
169,71,Electronics,2,0,0,0,132880.0,132635.0,142,2024-10-20 07:49:00
216,43,Fashion,8,5,1,0,33653.0,36627.0,908,2024-04-02 07:23:00
233,340,Electronics,4,1,1,0,39533.0,42324.0,931,2024-09-16 04:32:00
90,320,Beauty,4,1,0,0,118602.0,123359.0,860,2024-04-23 16:19:00
45,33,Home,5,4,2,1,93648.0,92023.0,268,2024-06-06 21:50:00
93,45,Home,3,2,1,1,134191.0,137205.0,909,2024-07-08 03:51:00
109,498,Home,4,3,1,0,50725.0,46613.0,66,2024-12-14 04:11:00
62,106,Fashion,7,3,1,0,82282.0,80388.0,14,2024-11-10 13:28:00
248,389,Home,2,1,0,0,78861.0,76652.0,497,2024-04-12 14:41:00
248,140,Home,3,0,0,0,39478.0,40572.0,979,2024-02-20 05:37:00
15,28,Sports,6,2,0,0,138722.0,141506.0,433,2024-08-25 20:22:00
24,236,Fashion,4,1,1,0,133676.0,135761.0,619,2024-04-09 05:08:00
118,459,Electronics,2,1,0,0,142508.0,142824.0,388,2024-09-10 03:45:00
81,445,Food,8,3,2,1,44643.0,45557.0,377,2024-08-01 00:23:00
241,18,Home,7,4,3,2,145103.0,145606.0,387,2024-10-30 16:48:00
239,268,Beauty,0,0,0,0,56961.0,53371.0,452,2024-10-13 04:53:00
153,452,Home,3,1,0,0,97154.0,96013.0,917,2024-06-25 19:40:00
127,414,Sports,7,1,1,0,34018.0,36689.0,48,2024-07-14 02:05:00
144,476,Home,3,2,0,0,21064.0,21028.0,957,2024-07-21 15:57:00
128,146,Fashion,5,4,3,2,89147.0,84995.0,700,2024-10-06 19:37:00
85,304,Sports,6,1,0,0,69509.0,70706.0,901,2024-03-18 00:44:00
236,434,Electronics,2,0,0,0,90533.0,91935.0,402,2024-09-30 10:09:00
240,453,Beauty,2,0,0,0,95039.0,92369.0,779,2024-01-15 19:26:00
219,389,Electronics,5,2,1,1,146179.0,141584.0,338,2024-12-19 14:10:00
5,66,Beauty,5,0,0,0,4909.0,9610.0,155,2024-08-13 09:38:00
150,421,Food,7,2,0,0,37491.0,41283.0,645,2024-12-16 19:36:00
33,297,Sports,7,0,0,0,114435.0,112690.0,597,2024-02-26 15:44:00
107,167,Beauty,5,1,0,0,74093.0,69158.0,991,2024-01-01 10:46:00
104,379,Home,8,4,2,1,13341.0,15235.0,599,2024-08-24 21:14:00
59,25,Beauty,1,1,0,0,119423.0,122541.0,913,2024-09-11 18:19:00
258,34,Fashion,3,2,1,0,72801.0,73203.0,656,2024-11-23 05:49:00
174,441,Beauty,7,4,1,0,4744.0,7800.0,529,2024-10-26 18:56:00
279,35,Sports,6,2,1,1,86314.0,89133.0,191,2024-11-24 05:40:00
54,282,Beauty,4,1,0,0,81060.0,77580.0,729,2024-05-30 20:50:00
292,399,Sports,3,2,1,0,32418.0,36630.0,557,2024-06-26 05:52:00
84,167,Home,2,2,0,0,103401.0,106240.0,798,2024-09-05 04:40:00
72,343,Sports,5,0,0,0,22374.0,26329.0,966,2024-05-13 13:17:00
40,241,Sports,1,1,0,0,44251.0,43658.0,581,2024-03-07 03:53:00
30,294,Food,4,2,2,0,108538.0,106873.0,525,2024-05-20 01:16:00
20,452,Sports,4,2,1,0,3120.0,2146.0,319,2024-12-02 22:42:00
294,354,Fashion,6,3,2,0,80968.0,76429.0,782,2024-05-13 08:24:00
2,132,Home,5,2,0,0,90686.0,86201.0,575,2024-02-12 01:06:00
134,40,Home,8,1,0,0,3883.0,8483.0,789,2024-10-12 07:00:00
82,384,Beauty,4,1,1,1,66725.0,62671.0,937,2024-06-02 02:15:00
164,278,Food,6,2,1,1,98893.0,102476.0,162,2024-08-13 12:02:00
78,285,Beauty,4,3,3,1,9291.0,9562.0,355,2024-02-06 17:52:00
26,64,Electronics,3,1,1,1,36285.0,32238.0,17,2024-12-23 07:59:00
98,494,Home,7,3,1,1,26173.0,25828.0,701,2024-11-03 11:42:00
118,84,Beauty,3,2,1,0,72825.0,76287.0,686,2024-01-03 08:50:00
82,109,Electronics,2,2,0,0,100643.0,102764.0,687,2024-07-29 09:05:00
145,152,Sports,3,0,0,0,129231.0,133912.0,582,2024-10-24 01:33:00
287,60,Fashion,4,1,0,0,6384.0,9632.0,164,2024-12-19 09:41:00
159,143,Home,3,0,0,0,17096.0,18543.0,956,2024-01-03 05:48:00
13,291,Food,5,3,1,1,16819.0,16387.0,73,2024-06-23 06:01:00
91,377,Sports,6,2,2,0,37181.0,37588.0,202,2024-03-06 01:54:00
93,198,Electronics,5,2,1,1,75908.0,76630.0,784,2024-06-13 22:44:00
39,31,Home,2,1,1,0,36324.0,34677.0,240,2024-08-25 04:46:00
8,163,Electronics,2,1,0,0,97705.0,98129.0,394,2024-09-20 07:51:00
107,409,Food,3,1,1,1,23472.0,24814.0,945,2024-05-12 21:43:00
166,310,Home,4,2,1,1,92165.0,96915.0,716,2024-03-19 02:20:00
15,475,Home,4,1,0,0,49994.0,49362.0,823,2024-03-22 08:02:00
114,53,Food,4,2,0,0,125228.0,126733.0,104,2024-09-30 20:04:00
129,144,Food,3,1,0,0,6969.0,7910.0,406,2024-08-14 00:48:00
131,427,Fashion,5,1,0,0,134379.0,137471.0,353,2024-04-16 23:03:00
38,354,Home,3,0,0,0,20192.0,19395.0,636,2024-02-13 03:22:00
63,447,Food,5,0,0,0,7115.0,8972.0,771,2024-11-10 16:26:00
15,484,Electronics,2,0,0,0,93196.0,90773.0,536,2024-01-06 06:29:00
62,360,Fashion,6,2,0,0,134307.0,130606.0,385,2024-11-22 17:30:00
82,493,Beauty,6,2,2,0,8748.0,10204.0,741,2024-04-17 01:44:00
38,93,Food,6,3,2,1,125165.0,122171.0,144,2024-08-15 02:17:00
223,485,Sports,0,0,0,0,101486.0,100418.0,230,2024-10-12 02:16:00
7,97,Beauty,3,0,0,0,57643.0,59445.0,99,2024-10-26 17:09:00
72,278,Food,4,0,0,0,55140.0,57360.0,682,2024-09-18 02:40:00
242,179,Fashion,3,1,0,0,49449.0,49084.0,89,2024-10-28 01:51:00
225,217,Home,2,0,0,0,99776.0,102866.0,934,2024-04-22 22:21:00
52,197,Food,7,3,1,0,14998.0,19895.0,68,2024-08-06 14:14:00
260,329,Electronics,2,1,0,0,45085.0,49282.0,150,2024-06-09 06:07:00
129,470,Home,4,0,0,0,19044.0,21605.0,756,2024-05-24 20:04:00
105,294,Beauty,4,2,1,1,4968.0,4553.0,745,2024-10-04 22:45:00
127,41,Home,1,1,0,0,64376.0,66376.0,694,2024-04-18 14:06:00
127,447,Electronics,5,2,1,1,15114.0,17295.0,460,2024-08-26 19:27:00
95,298,Home,2,1,0,0,47059.0,43306.0,667,2024-12-20 21:30:00
166,225,Food,6,4,3,0,20063.0,21700.0,317,2024-08-20 22:53:00
114,500,Electronics,2,0,0,0,133494.0,138149.0,873,2024-08-16 23:41:00
53,388,Electronics,2,1,0,0,5294.0,990.0,913,2024-02-12 06:08:00
259,450,Fashion,3,2,0,0,85810.0,90195.0,324,2024-05-07 05:18:00
225,450,Beauty,4,1,1,0,67222.0,70384.0,97,2024-02-25 19:42:00
15,96,Fashion,2,1,0,0,147603.0,144605.0,178,2024-08-29 20:17:00
3,21,Home,4,1,0,0,135949.0,137275.0,329,2024-05-02 06:09:00
239,221,Food,4,1,0,0,43799.0,43960.0,293,2024-06-06 11:02:00
161,341,Food,5,3,0,0,147027.0,151366.0,343,2024-02-09 20:40:00
289,158,Home,6,2,1,1,128369.0,123455.0,479,2024-05-14 06:35:00
260,78,Home,3,1,0,0,90140.0,86365.0,533,2024-09-05 05:24:00
224,415,Food,2,0,0,0,2216.0,3026.0,223,2024-07-08 07:37:00
234,91,Sports,1,0,0,0,92569.0,96657.0,959,2024-01-21 16:47:00
220,239,Home,5,2,2,1,34904.0,37575.0,237,2024-07-01 20:36:00
248,422,Food,2,0,0,0,122451.0,118073.0,784,2024-06-22 12:35:00
107,130,Home,4,1,0,0,81545.0,77986.0,578,2024-10-31 21:19:00
220,142,Beauty,4,2,0,0,148997.0,144536.0,567,2024-09-24 13:22:00
112,482,Home,3,0,0,0,82234.0,79586.0,388,2024-06-12 20:31:00
22,394,Beauty,3,0,0,0,40699.0,38702.0,142,2024-12-22 19:01:00
159,11,Beauty,5,3,1,0,55547.0,57100.0,513,2024-05-30 20:48:00
188,398,Food,5,2,0,0,117984.0,115169.0,522,2024-06-06 20:29:00
288,211,Fashion,0,0,0,0,4180.0,5997.0,215,2024-04-16 21:37:00
71,321,Beauty,1,0,0,0,41621.0,45543.0,535,2024-12-22 12:23:00
225,133,Sports,8,2,1,0,121721.0,123608.0,946,2024-07-16 15:47:00
78,104,Electronics,1,1,1,0,95551.0,98816.0,705,2024-02-04 19:09:00
190,355,Fashion,3,2,2,0,72719.0,70851.0,154,2024-08-19 06:07:00
249,426,Beauty,1,0,0,0,136057.0,138729.0,587,2024-08-10 22:07:00
217,290,Fashion,2,1,0,0,20858.0,16154.0,268,2024-04-02 06:13:00
224,335,Fashion,2,1,0,0,52618.0,53198.0,232,2024-03-22 08:19:00
28,45,Beauty,8,2,0,0,54854.0,51355.0,757,2024-09-13 11:16:00
17,460,Home,4,2,2,2,58639.0,58113.0,610,2024-02-06 21:04:00
136,309,Sports,3,1,0,0,141884.0,140478.0,483,2024-08-13 18:39:00
294,475,Fashion,1,0,0,0,102197.0,102929.0,768,2024-04-11 16:17:00
256,125,Sports,4,1,1,0,12692.0,16423.0,765,2024-10-20 00:24:00
192,91,Electronics,3,2,0,0,40340.0,42336.0,718,2024-05-14 23:22:00
229,454,Home,7,4,1,0,12885.0,12127.0,476,2024-09-14 04:31:00
90,102,Beauty,2,1,1,1,115657.0,111127.0,462,2024-09-01 01:46:00
287,200,Electronics,5,1,0,0,52244.0,53736.0,221,2024-12-20 07:31:00
212,249,Food,3,2,1,0,71975.0,74007.0,878,2024-05-20 20:24:00
114,56,Home,1,1,0,0,116030.0,112135.0,462,2024-05-25 11:42:00
185,51,Beauty,2,1,0,0,96918.0,94376.0,741,2024-02-19 21:00:00
257,441,Electronics,3,1,1,0,4391.0,1882.0,766,2024-08-26 17:38:00
90,365,Home,4,0,0,0,127204.0,130813.0,977,2024-07-30 01:08:00
285,106,Electronics,3,1,1,0,11464.0,16267.0,714,2024-05-25 12:36:00
66,212,Fashion,2,1,1,0,128651.0,127757.0,193,2024-12-25 12:09:00
278,494,Food,5,2,1,0,45746.0,47772.0,57,2024-09-04 16:33:00
29,360,Fashion,8,1,0,0,147126.0,147192.0,199,2024-12-04 12:58:00
9,269,Beauty,3,2,1,1,30359.0,29642.0,496,2024-02-03 05:09:00
297,165,Sports,4,1,0,0,112236.0,112150.0,421,2024-08-28 12:45:00
21,457,Beauty,6,4,0,0,120275.0,122991.0,39,2024-02-01 20:14:00
249,148,Fashion,10,5,2,2,85765.0,88306.0,659,2024-04-08 17:47:00
96,436,Food,4,0,0,0,45030.0,44600.0,710,2024-04-01 09:20:00
111,467,Food,6,3,1,1,95789.0,94266.0,122,2024-08-14 01:21:00
236,347,Food,6,2,1,1,69933.0,71261.0,220,2024-02-20 00:31:00
40,141,Food,4,2,2,2,33952.0,37735.0,500,2024-05-24 02:58:00
282,450,Beauty,8,1,0,0,2297.0,5081.0,104,2024-10-15 14:54:00
176,228,Electronics,3,2,0,0,44673.0,41955.0,926,2024-09-14 07:05:00
126,151,Fashion,5,3,3,1,45748.0,44105.0,630,2024-10-30 07:05:00
205,358,Food,1,0,0,0,87592.0,84913.0,793,2024-05-11 12:07:00
224,43,Home,2,1,0,0,125662.0,127536.0,45,2024-03-16 23:59:00
33,500,Electronics,9,2,1,0,65350.0,68129.0,152,2024-11-29 01:44:00
298,487,Sports,2,1,1,0,33268.0,35516.0,306,2024-08-14 09:18:00
234,455,Food,7,3,1,0,123284.0,127726.0,864,2024-02-17 21:30:00
77,467,Fashion,5,1,1,0,44511.0,44782.0,652,2024-04-23 23:07:00
299,436,Beauty,3,0,0,0,93403.0,93368.0,338,2024-05-29 19:54:00
4,388,Sports,3,1,0,0,108121.0,107914.0,265,2024-05-25 16:16:00
192,35,Sports,7,1,0,0,80595.0,78736.0,421,2024-02-27 02:48:00
198,471,Fashion,2,1,1,0,94005.0,97161.0,36,2024-01-30 08:19:00
219,326,Beauty,7,4,3,3,103444.0,105333.0,829,2024-09-25 20:20:00
232,85,Electronics,5,1,0,0,143830.0,146477.0,223,2024-01-03 00:32:00
158,396,Fashion,5,0,0,0,91839.0,96449.0,773,2024-01-23 04:43:00
202,59,Food,1,1,1,1,137275.0,135539.0,260,2024-05-12 11:05:00
180,359,Electronics,2,0,0,0,92310.0,94573.0,489,2024-03-31 15:17:00
279,338,Home,4,1,1,1,61431.0,58973.0,711,2024-08-06 16:09:00
244,358,Food,7,2,1,0,131506.0,133926.0,136,2024-07-13 18:38:00
50,423,Beauty,3,2,0,0,56135.0,59291.0,709,2024-05-12 15:51:00
9,91,Home,6,3,0,0,80229.0,80854.0,813,2024-11-12 16:34:00
234,157,Food,3,1,1,0,53019.0,51058.0,911,2024-03-17 03:11:00
235,127,Sports,2,0,0,0,130077.0,131703.0,625,2024-01-11 19:52:00
115,448,Fashion,8,4,2,1,123285.0,122504.0,611,2024-06-11 19:23:00
